C4H9O2(11)         2   243.699     6.322     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 636.472K Pc=  52.663bar Vc= 291.500cm3/mol Tb= 474.840K	(CsHR3, CsH2R2, CsH3R, CsH2R2, Alcohol, Alcohol)
C4H9O3(12)         2   244.446     6.480     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 661.532K Pc=  51.981bar Vc= 303.500cm3/mol Tb= 496.820K	(CsHR3, CsH3R, CsH3R, CsHR3, Ether, Alcohol, Alcohol)
C4H9O3(13)         2   244.446     6.480     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 661.532K Pc=  51.981bar Vc= 303.500cm3/mol Tb= 496.820K	(CsHR3, CsHR3, CsH3R, CsH3R, Ether, Alcohol, Alcohol)
C4H9O3(14)         2   244.446     6.480     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 661.532K Pc=  51.981bar Vc= 303.500cm3/mol Tb= 496.820K	(CsHR3, CsHR3, CsH3R, CsH3R, Ether, Alcohol, Alcohol)
C4H9O3(15)         2   251.686     6.432     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 661.703K Pc=  52.207bar Vc= 304.500cm3/mol Tb= 494.470K	(CsR4, CsH2R2, CsH3R, CsH3R, Ether, Alcohol, Alcohol)
C4H9O3(16)         2   251.686     6.432     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 661.703K Pc=  52.207bar Vc= 304.500cm3/mol Tb= 494.470K	(CsR4, CsH3R, CsH3R, CsH2R2, Ether, Alcohol, Alcohol)
C4H9O3(17)         2   251.686     6.432     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 661.703K Pc=  52.207bar Vc= 304.500cm3/mol Tb= 494.470K	(CsR4, CsH3R, CsH3R, CsH2R2, Ether, Alcohol, Alcohol)
C4H9O3(18)         2   237.047     6.532     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 658.879K Pc=  51.387bar Vc= 309.500cm3/mol Tb= 497.260K	(CsH2R2, CsH2R2, CsH3R, CsHR3, Ether, Alcohol, Alcohol)
C4H9O3(19)         2   237.047     6.532     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 658.879K Pc=  51.387bar Vc= 309.500cm3/mol Tb= 497.260K	(CsHR3, CsH2R2, CsH3R, CsH2R2, Ether, Alcohol, Alcohol)
C4H9O3(20)         2   237.047     6.532     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 658.879K Pc=  51.387bar Vc= 309.500cm3/mol Tb= 497.260K	(CsHR3, CsH2R2, CsH3R, CsH2R2, Ether, Alcohol, Alcohol)
C4H9O3(21)         2   237.047     6.532     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 658.879K Pc=  51.387bar Vc= 309.500cm3/mol Tb= 497.260K	(CsHR3, CsH2R2, CsH2R2, CsH3R, Ether, Alcohol, Alcohol)
C4H9O5(22)         2   177.591     7.285     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 771.339K Pc=  57.392bar Vc= 346.500cm3/mol Tb= 611.860K	(CsHR3, CsH2R2, Ether, Alcohol, CsH2R2, Alcohol, CsH2R2, Ether, Alcohol)
C4H9O5(23)         2   182.068     7.226     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 773.020K Pc=  58.094bar Vc= 340.500cm3/mol Tb= 611.420K	(CsHR3, CsH2R2, Ether, Alcohol, CsH3R, CsHR3, Ether, Alcohol, Alcohol)
C4H8O2(24)         2   323.781     5.747     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 596.335K Pc=  52.739bar Vc= 253.500cm3/mol Tb= 412.360K	(CsringR4, CsringHR3, CsH3R, CsH3R, Ether_ring, Alcohol)
C4H8O2(25)         2   323.485     5.822     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 599.781K Pc=  51.240bar Vc= 247.500cm3/mol Tb= 416.390K	(CsringHR3, CsringHR3, CsringH2R2, CsH3R, Ether_ring, Alcohol)
C4H8O2(26)         2   319.444     5.698     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 601.493K Pc=  55.361bar Vc= 254.500cm3/mol Tb= 417.030K	(CsringR4, CsringH2R2, CsH2R2, CsH3R, Ether_ring, Alcohol)
C4H8O2(27)         2   319.121     5.773     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 604.928K Pc=  53.749bar Vc= 248.500cm3/mol Tb= 421.060K	(CsringHR3, CsringH2R2, CsringH2R2, CsH2R2, Ether_ring, Alcohol)
H(28)              0   145.000     2.050     0.000     0.000     0.000 ! Primary Transport Library: GRIMech3.0 (Species ID: H)	
H2(29)             1    38.000     2.920     0.000     0.790   280.000 ! Primary Transport Library: GRIMech3.0 (Species ID: H2)	
O(30)              0    80.000     2.750     0.000     0.000     0.000 ! Primary Transport Library: GRIMech3.0 (Species ID: O)	
OH(31)             1    80.000     2.750     0.000     0.000     0.000 ! Primary Transport Library: GRIMech3.0 (Species ID: OH)	
H2O(32)            2   572.400     2.605     1.844     0.000     4.000 ! Primary Transport Library: GRIMech3.0 (Species ID: H2O)	
HO2(33)            2   107.400     3.458     0.000     0.000     1.000 ! Primary Transport Library: GRIMech3.0 (Species ID: HO2)	 ! *
H2O2(34)           2   107.400     3.458     0.000     0.000     3.800 ! Primary Transport Library: GRIMech3.0 (Species ID: H2O2)	
CO(35)             1    98.100     3.650     0.000     1.950     1.800 ! Primary Transport Library: GRIMech3.0 (Species ID: CO)	
CO2(36)            1   244.000     3.763     0.000     2.650     2.100 ! Primary Transport Library: GRIMech3.0 (Species ID: CO2)	
C(37)              0    71.400     3.298     0.000     0.000     0.000 ! Primary Transport Library: GRIMech3.0 (Species ID: C)	 ! *
C2H(38)            1   209.000     4.100     0.000     0.000     2.500 ! Primary Transport Library: GRIMech3.0 (Species ID: C2H)	
C2H2(39)           1   209.000     4.100     0.000     0.000     2.500 ! Primary Transport Library: GRIMech3.0 (Species ID: C2H2)	
CH2CO(40)          2   436.000     3.970     0.000     0.000     2.000 ! Primary Transport Library: GRIMech3.0 (Species ID: CH2CO)	
HCCOH(41)          2   436.000     3.970     0.000     0.000     2.000 ! Primary Transport Library: GRIMech3.0 (Species ID: HCCOH)	
C2H3(42)           2   209.000     4.100     0.000     0.000     1.000 ! Primary Transport Library: GRIMech3.0 (Species ID: C2H3)	 ! *
CH2CHO(43)         2   436.000     3.970     0.000     0.000     2.000 ! Primary Transport Library: GRIMech3.0 (Species ID: CH2CHO)	
C2H4(44)           2   280.800     3.971     0.000     0.000     1.500 ! Primary Transport Library: GRIMech3.0 (Species ID: C2H4)	
CH3CHO(45)         2   436.000     3.970     0.000     0.000     2.000 ! Primary Transport Library: GRIMech3.0 (Species ID: CH3CHO)	
C2H5(46)           2   252.300     4.302     0.000     0.000     1.500 ! Primary Transport Library: GRIMech3.0 (Species ID: C2H5)	
C2H6(47)           2   252.300     4.302     0.000     0.000     1.500 ! Primary Transport Library: GRIMech3.0 (Species ID: C2H6)	
HCCO(48)           2   150.000     2.500     0.000     0.000     1.000 ! Primary Transport Library: GRIMech3.0 (Species ID: HCCO)	 ! *
C3H8(49)           2   266.800     4.982     0.000     0.000     1.000 ! Primary Transport Library: GRIMech3.0 (Species ID: C3H8)	
CH(50)             1    80.000     2.750     0.000     0.000     0.000 ! Primary Transport Library: GRIMech3.0 (Species ID: CH)	
CH2(S)(51)         2   144.000     3.800     0.000     0.000     0.000 ! Primary Transport Library: GRIMech3.0 (Species ID: CH2(S))	
CH2(52)            2   144.000     3.800     0.000     0.000     0.000 ! Primary Transport Library: GRIMech3.0 (Species ID: CH2)	
CH2O(53)           2   498.000     3.590     0.000     0.000     2.000 ! Primary Transport Library: GRIMech3.0 (Species ID: CH2O)	
CH3(54)            2   144.000     3.800     0.000     0.000     0.000 ! Primary Transport Library: GRIMech3.0 (Species ID: CH3)	
CH3O(55)           2   417.000     3.690     1.700     0.000     2.000 ! Primary Transport Library: GRIMech3.0 (Species ID: CH3O)	
CH2OH(56)          2   417.000     3.690     1.700     0.000     2.000 ! Primary Transport Library: GRIMech3.0 (Species ID: CH2OH)	
CH4(57)            2   141.400     3.746     0.000     2.600    13.000 ! Primary Transport Library: GRIMech3.0 (Species ID: CH4)	
CH3OH(58)          2   481.800     3.626     0.000     0.000     1.000 ! Primary Transport Library: GRIMech3.0 (Species ID: CH3OH)	 ! SVE
HCO(59)            2   498.000     3.590     0.000     0.000     0.000 ! Primary Transport Library: GRIMech3.0 (Species ID: HCO)	
iC4H8(60)          2   332.396     5.357     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 455.748K Pc=  41.356bar Vc= 241.500cm3/mol Tb= 287.480K	(CsH3R, CsH3R, CdR3, CdH2R)
C3H7O(61)          2   286.676     5.500     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 522.274K Pc=  52.358bar Vc= 222.500cm3/mol Tb= 360.220K	(CsH2R2, CsH3R, CsH2R2, Alcohol)
C3H6(62)           2   266.800     4.982     0.000     0.000     1.000 ! Primary Transport Library: GRIMech3.0 (Species ID: C3H6)	
C3H7O3(63)         2   235.968     6.121     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 636.813K Pc=  59.263bar Vc= 253.500cm3/mol Tb= 474.380K	(CsH3R, CsHR3, CsH2R2, Alcohol, Ether, Alcohol)
C4H9O(64)          2   298.173     5.836     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 548.341K Pc=  46.277bar Vc= 272.500cm3/mol Tb= 382.660K	(CsHR3, CsH3R, CsH3R, CsH2R2, Alcohol)
C4H8O(65)          2   341.889     5.613     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 516.347K Pc=  43.283bar Vc= 270.500cm3/mol Tb= 339.140K	(CsHR3, CsH3R, CsH3R, Aldehyde_Ccentered, Aldehyde_Ocentered)
C3H6O(66)          2   304.276     5.450     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 535.055K Pc=  53.907bar Vc= 202.500cm3/mol Tb= 364.380K	(CsH3R, CdHR2, CdHR2, Alcohol)
CH3O2(67)          2   277.012     4.941     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 499.600K Pc=  68.641bar Vc= 128.500cm3/mol Tb= 336.880K	(CsH3R, Ether, Alcohol)
aC3H5(68)          2   260.000     4.850     0.000     0.000     1.000 ! Primary Transport Library: GRIMech3.0 (Species ID: CH2CHCH2)	 ! JAM
C4H9O(69)          2   298.173     5.836     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 548.341K Pc=  46.277bar Vc= 272.500cm3/mol Tb= 382.660K	(CsHR3, CsH2R2, CsH3R, CsH3R, Alcohol)
C4H9O(70)          2   298.173     5.836     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 548.341K Pc=  46.277bar Vc= 272.500cm3/mol Tb= 382.660K	(CsH2R2, CsH3R, CsH3R, CsHR3, Alcohol)
C4H8O3(71)         2   289.584     6.240     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 626.533K Pc=  47.892bar Vc= 307.500cm3/mol Tb= 453.740K	(CsHR3, CsH2R2, CsH3R, Aldehyde_Ccentered, Ether, Alcohol, Aldehyde_Ocentered)
C3H6O(72)          2   294.732     5.441     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 522.271K Pc=  53.124bar Vc= 203.500cm3/mol Tb= 356.900K	(CsH2R2, CdHR2, CdH2R, Alcohol)
C3H6O(73)          2   340.200     5.335     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 500.248K Pc=  48.025bar Vc= 209.500cm3/mol Tb= 321.910K	(CsH3R, CsH3R, Ketone_Ccentered, Ketone_Ocentered)
C4H8O(74)          2   314.789     5.796     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 560.784K Pc=  47.366bar Vc= 259.500cm3/mol Tb= 387.140K	(CsH3R, CsH3R, CdR3, CdHR2, Alcohol)
C3H7(75)           2   266.800     4.982     0.000     0.000     1.000 ! Primary Transport Library: GRIMech3.0 (Species ID: I*C3H7)	
HCOOH(76)          2   281.833     4.938     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 534.365K Pc=  75.878bar Vc= 127.500cm3/mol Tb= 363.120K	(Aldehyde_Ccentered, Alcohol, Aldehyde_Ocentered)
C3H7O2(77)         2   292.005     5.652     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 548.825K Pc=  51.683bar Vc= 234.500cm3/mol Tb= 382.200K	(CsHR3, CsH3R, CsH3R, Ether, Alcohol)
C4H9O5(78)         2   186.829     7.173     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 772.361K Pc=  58.361bar Vc= 341.500cm3/mol Tb= 609.070K	(Ether, Alcohol, CsH3R, CsR4, CsH2R2, Ether, Alcohol, CsH2R2, Alcohol)
C4H7O2(79)         2   292.129     5.969     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 604.343K Pc=  51.313bar Vc= 289.500cm3/mol Tb= 431.320K	(CsHR3, CsH3R, CsH2R2, Aldehyde_Ccentered, Alcohol, Aldehyde_Ocentered)
C3H5O(80)          2   324.152     5.218     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 489.194K Pc=  51.020bar Vc= 220.500cm3/mol Tb= 316.700K	(CsH3R, CsH2R2, Aldehyde_Ccentered, Aldehyde_Ocentered)
C3H5O3(81)         2   284.952     5.774     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 604.845K Pc=  57.654bar Vc= 251.500cm3/mol Tb= 430.860K	(CsHR3, CsH3R, Aldehyde_Ccentered, Ether, Aldehyde_Ocentered, Alcohol)
C3H4O(82)          2   290.784     4.616     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 419.883K Pc=  61.515bar Vc= 200.500cm3/mol Tb= 262.190K	(CsH3R, CdHR2, CddR2, Od)
C3H5O(83)          2   300.783     5.377     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 535.055K Pc=  56.532bar Vc= 202.500cm3/mol Tb= 364.380K	(CdHR2, CdHR2, CsH3R, Alcohol)
C3H5O2(84)         2   288.060     5.557     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 545.506K Pc=  54.305bar Vc= 221.500cm3/mol Tb= 379.320K	(CsH2R2, CdHR2, CdH2R, Ether, Alcohol)
C3H4O(85)          2   332.077     5.169     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 489.603K Pc=  51.757bar Vc= 201.500cm3/mol Tb= 313.380K	(CdHR2, Aldehyde_Ccentered, CdH2R, Aldehyde_Ocentered)
C4H7O(86)          2   338.815     5.544     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 516.347K Pc=  45.164bar Vc= 270.500cm3/mol Tb= 339.140K	(CsHR3, CsH3R, CsH3R, Aldehyde_Ccentered, Aldehyde_Ocentered)
C3H6O(87)          2   302.311     5.417     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 525.494K Pc=  53.513bar Vc= 204.500cm3/mol Tb= 356.780K	(CsH3R, CdR3, CdH2R, Alcohol)
aC3H4(88)          2   321.004     4.825     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 428.694K Pc=  52.358bar Vc= 165.500cm3/mol Tb= 260.510K	(CdH2R, CdH2R, CddR2)
pC3H3(89)          2   252.000     4.760     0.000     0.000     1.000 ! Primary Transport Library: GRIMech3.0 (Species ID: H2CCCH)	 ! JAM
C3H3O2(90)         2   297.973     5.235     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 547.064K Pc=  63.898bar Vc= 202.500cm3/mol Tb= 372.760K	(CsH2R2, CtR2, Ether, CtHR, Alcohol)
C3H3O2(91)         2   302.848     5.321     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 559.565K Pc=  62.491bar Vc= 201.500cm3/mol Tb= 382.590K	(CdHR2, CdH2R, CddR2, Ether, Alcohol)
C3H8O2(92)         2   295.546     5.724     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 548.825K Pc=  49.384bar Vc= 234.500cm3/mol Tb= 382.200K	(CsHR3, CsH3R, CsH3R, Ether, Alcohol)
iC4H7(93)          2   329.860     5.292     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 455.748K Pc=  43.112bar Vc= 241.500cm3/mol Tb= 287.480K	(CsH3R, CdR3, CdH2R, CsH3R)
C3H7O(94)          2   295.279     5.464     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 525.644K Pc=  52.970bar Vc= 216.500cm3/mol Tb= 359.780K	(CsHR3, CsH3R, CsH3R, Alcohol)
C4H7O2(95)         2   297.725     5.908     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 570.991K Pc=  47.694bar Vc= 278.500cm3/mol Tb= 402.080K	(CsH2R2, CsH3R, CdR3, CdH2R, Ether, Alcohol)
CH3O2H(96)         2   280.423     5.015     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 499.600K Pc=  65.141bar Vc= 128.500cm3/mol Tb= 336.880K	(CsH3R, Ether, Alcohol)
C3H3OJ(97)         2   329.095     5.099     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 489.603K Pc=  54.225bar Vc= 201.500cm3/mol Tb= 313.380K	(CdHR2, CdH2R, Aldehyde_Ccentered, Aldehyde_Ocentered)
C3H3O3(98)         2   302.724     5.600     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 589.381K Pc=  58.361bar Vc= 209.500cm3/mol Tb= 410.770K	(CdHR2, Ketone_Ccentered, CdH2R, Ester_Ocentered1, Ketone_Ocentered, Alcohol)
iC4H3(99)          2   357.000     5.180     0.000     0.000     1.000 ! Primary Transport Library: GRIMech3.0 (Species ID: H2CCCCH)	 ! JAM
S(100)             2   257.037     5.116     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 538.867K Pc=  73.302bar Vc= 237.500cm3/mol Tb= 376.790K	(CsH2R2, CdHR2, Ether, CddR2, Alcohol, Od)
S(101)             2   306.636     5.675     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 589.381K Pc=  55.609bar Vc= 209.500cm3/mol Tb= 410.770K	(CdHR2, Ketone_Ccentered, CdH2R, Ester_Ocentered1, Alcohol, Ketone_Ocentered)
S(102)             2   240.054     6.199     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 636.813K Pc=  56.447bar Vc= 253.500cm3/mol Tb= 474.380K	(CsH3R, CsHR3, CsH2R2, Alcohol, Ether, Alcohol)
pC3H4(103)         2   324.625     4.760     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 428.988K Pc=  54.225bar Vc= 165.500cm3/mol Tb= 258.160K	(CsH3R, CtR2, CtHR)
C4H4(104)          2   357.000     5.180     0.000     0.000     1.000 ! Primary Transport Library: GRIMech3.0 (Species ID: CH2CHCCH)	 ! JAM
S(105)             2   301.658     5.310     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 547.064K Pc=  60.750bar Vc= 202.500cm3/mol Tb= 372.760K	(CtHR, CtR2, CsH2R2, Ether, Alcohol)
S(106)             2   242.669     5.916     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 614.378K Pc=  60.845bar Vc= 235.500cm3/mol Tb= 451.960K	(CsHR3, CsH2R2, CsH3R, Alcohol, Alcohol)
C3H3O(107)         2   301.263     5.055     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 523.884K Pc=  65.670bar Vc= 184.500cm3/mol Tb= 350.340K	(CsH2R2, CtR2, CtHR, Alcohol)
C2H4O(108)         2   290.814     5.073     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 499.136K Pc=  61.418bar Vc= 147.500cm3/mol Tb= 334.020K	(CdHR2, CdH2R, Alcohol)
C3H2O(109)         2   343.033     4.884     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 492.255K Pc=  60.655bar Vc= 182.500cm3/mol Tb= 306.820K	(Aldehyde_Ccentered, CtR2, CtHR, Aldehyde_Ocentered)
HCCCO(110)         2   339.985     4.812     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 492.255K Pc=  63.796bar Vc= 182.500cm3/mol Tb= 306.820K	(CtR2, CtHR, Aldehyde_Ccentered, Aldehyde_Ocentered)
C3HO3(111)         2   313.499     5.266     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 591.755K Pc=  69.099bar Vc= 190.500cm3/mol Tb= 404.210K	(CtHR, CtR2, Ketone_Ccentered, Ketone_Ocentered, Ester_Ocentered1, Alcohol)
S(112)             2   317.569     5.344     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 591.755K Pc=  65.564bar Vc= 190.500cm3/mol Tb= 404.210K	(CtHR, CtR2, Ketone_Ccentered, Ketone_Ocentered, Ester_Ocentered1, Alcohol)
C3HO2(113)         2   347.831     4.906     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 499.421K Pc=  60.750bar Vc= 162.500cm3/mol Tb= 311.330K	(Ketone_Ccentered, CtR2, CtHR, Ketone_Ocentered, Acid_Ocentered1)
C4H8(114)          2   325.036     5.371     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 452.254K Pc=  41.091bar Vc= 240.500cm3/mol Tb= 287.600K	(CsH2R2, CsH3R, CdHR2, CdH2R)
C4H6(115)          2   357.000     5.180     0.000     0.000     1.000 ! Primary Transport Library: GRIMech3.0 (Species ID: CH2CHCHCH2)	 ! JAM
C4H10(116)         2   320.653     5.482     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 452.207K Pc=  38.965bar Vc= 259.500cm3/mol Tb= 290.920K	(CsH3R, CsH2R2, CsH2R2, CsH3R)
C2H6O(117)         2   286.257     5.200     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 499.111K Pc=  57.566bar Vc= 166.500cm3/mol Tb= 337.340K	(CsH3R, CsH2R2, Alcohol)
C6H6(118)          1   276.894     4.657     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 339.041K Pc=  43.626bar Vc=  17.500cm3/mol Tb= 198.000K	null)
S(119)             2   292.990     5.944     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 545.080K Pc=  43.858bar Vc= 278.500cm3/mol Tb= 383.100K	(CsH2R2, CsH2R2, CsH2R2, CsH3R, Alcohol)
C4H8O(120)         2   332.713     5.642     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 512.502K Pc=  42.831bar Vc= 276.500cm3/mol Tb= 339.580K	(CsH2R2, CsH2R2, CsH3R, Aldehyde_Ccentered, Aldehyde_Ocentered)
C4H7O(121)         2   329.641     5.574     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 512.502K Pc=  44.682bar Vc= 276.500cm3/mol Tb= 339.580K	(CsH2R2, CsH2R2, CsH3R, Aldehyde_Ccentered, Aldehyde_Ocentered)
C4H7O(122)         2   329.641     5.574     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 512.502K Pc=  44.682bar Vc= 276.500cm3/mol Tb= 339.580K	(CsH2R2, CsH3R, CsH2R2, Aldehyde_Ccentered, Aldehyde_Ocentered)
C4H7O(123)         2   329.641     5.574     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 512.502K Pc=  44.682bar Vc= 276.500cm3/mol Tb= 339.580K	(CsH2R2, CsH3R, CsH2R2, Aldehyde_Ccentered, Aldehyde_Ocentered)
C4H7O(124)         2   329.641     5.574     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 512.502K Pc=  44.682bar Vc= 276.500cm3/mol Tb= 339.580K	(CsH2R2, CsH2R2, CsH3R, Aldehyde_Ccentered, Aldehyde_Ocentered)
C4H8O(125)         2   306.961     5.821     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 557.541K Pc=  47.042bar Vc= 258.500cm3/mol Tb= 387.260K	(CsH2R2, CsH3R, CdHR2, CdHR2, Alcohol)
C4H8O(126)         2   306.961     5.821     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 557.541K Pc=  47.042bar Vc= 258.500cm3/mol Tb= 387.260K	(CsH2R2, CsH3R, CdHR2, CdHR2, Alcohol)
C4H8O(127)         2   297.745     5.813     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 545.024K Pc=  46.403bar Vc= 259.500cm3/mol Tb= 379.780K	(CsH2R2, CsH2R2, CdHR2, CdH2R, Alcohol)
C4H9O(128)         2   289.560     5.874     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 545.080K Pc=  45.777bar Vc= 278.500cm3/mol Tb= 383.100K	(CsH2R2, CsH2R2, CsH2R2, CsH3R, Alcohol)
C4H9O(129)         2   289.560     5.874     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 545.080K Pc=  45.777bar Vc= 278.500cm3/mol Tb= 383.100K	(CsH2R2, CsH2R2, CsH3R, CsH2R2, Alcohol)
C4H9O(130)         2   289.560     5.874     0.000     0.000     1.000 ! LJ parameters estimated by RMG: Tc= 545.080K Pc=  45.777bar Vc= 278.500cm3/mol Tb= 383.100K	(CsH2R2, CsH2R2, CsH3R, CsH2R2, Alcohol)
